"bookName","author","series","summary","rating","price"
"終極失控","蕭星寒","N/A","★全球華語科幻星雲獎最佳長篇小說得獎作品★★知名華語科幻作家蕭星寒的經典之作★「人工智慧真的危險嗎？它會如何產生？又會對人類的歷史進程發生什麼樣的影響呢？《終極失控》寫出了作者對這些問題的獨特思考與回答。」──吳岩　科幻小說銀河獎得主「一個人寫一年科幻，有可能出於狂熱；寫五年科幻，有可能出於興趣；寫十五年科幻，他一定是認真地在從事這份事業。蕭星寒就是這樣的作家。」──鄭軍　全球華語科幻星雲獎得獎作品《人形武器》作者「文明在科技炮火中，再一次經歷戰爭的試煉，人類與機器世界的無盡糾纏；蕭星寒的作品帶給我們不僅是思想的驚奇，也是視覺的震撼。」──黃海　多次榮獲全球華語科幻星雲獎的科幻小說家【一則宏大蒼涼的人類末世預言】【一場關於人工智慧的終極思考】　　第三次世界大戰，人類的對手不再是...","⭐⭐⭐⭐⭐","NT$273 TWD"
"Drawings of Mucha","Alphonse Mucha","Dover Fine Art, History of Art","The artistic legacy of Alphonse Maria Mucha (1860–1939), one of the founders of the Art Nouveau style, is both brilliant and bewilderingly diverse. Mucha is most famous for his Sarah Bernhardt posters and his magnificent decorative panels such as ""The Seasons,"" works that continue to grow in popularity, despite the indifferent quality of most modern reproductions. To graphic artists and commercial","⭐⭐⭐⭐⭐","NT$427 TWD"
"克羅埃西亞語單字書","Pinhok Languages","N/A","這本單字書包含 3000 多個單字和片語，並按主題分類，讓你更容易選擇想先學習的內容。此外，本書的下半部分附上兩章索引，可當作基礎字典，方便你雙向快速查找單字。本書一共分為 3 大部分，是一本適合各種程度學習者的超實用參考書。如何使用這本克羅埃西亞語單字書？不知從何開始？我們建議你從本書的第一部分開始學起，包含動詞、形容詞和片語章節。這麼做可以為你之後的學習奠定好基礎，並具備足夠的單字量，可以進行基本對話。你可以利用本書在下半部分附上的字典，隨時查找在街上聽到的單字、某個克羅埃西亞語字的翻譯，或按字母順序學習新的單字。結語：單字書已存在數個世紀之久，就和許多存在已久的教科書一樣，這種學習方式了無新意，而且還有點枯燥，但這種學習方式往往效果極佳。這本克羅埃西亞語單字書結合基礎克羅埃西亞語字典，能在整個學習過程中成為你的得力小幫手。若你到了一個沒有網路可用的地方，透過本書查找單字和片語特別方便","⭐⭐⭐⭐","NT$171 TWD"
"縫補的正義：一部美國憲法的誕生，聯邦最高法院的歷史關鍵判決","江仲淵","歷史．世界史","化繁為簡　精選美國重大司法案件　拼湊出一部當代人類最迫近「正義」的成文憲法理解美利堅核心價值　就從理解憲政演進開始國民法官時代必備！認識美國法律史的第一本書───────────────．美國聯邦制的誕生源於何時？．刑法為何要建立在無罪推定之上？．為什麼市場需要反壟斷？．歷代的法院如何看待種族平權？．墮胎是否是一種與生俱來的權利？．如何防止總統突破權力的牢籠？做為人類史上最具代表性的成文憲法，以及近代歷史第一個實質意義上以法治國的超級大國，美利堅的憲政發展過程，是我們理解西方歷史乃至憲政法理不可或缺的一把鑰匙。美國憲政的演進，堪稱是人類對「正義」的終極追求。由於英美法體系龐雜，華文資料較難取得，目前市面上的相關書籍均為國外英美法學者的經典大部頭譯作，論述深刻繁複，對初學者或想理解普及法學知識的人們來說，門檻實在過高。本書即是為了突破這樣的困境而寫就，由年輕一代的本土普及法學歷史知識作家執筆","N/A","NT$473 TWD"
"芬蘭語單字書","Pinhok Languages","N/A","這本單字書包含 3000 多個單字和片語，並按主題分類，讓你更容易選擇想先學習的內容。此外，本書的下半部分附上兩章索引，可當作基礎字典，方便你雙向快速查找單字。本書一共分為 3 大部分，是一本適合各種程度學習者的超實用參考書。如何使用這本芬蘭語單字書？不知從何開始？我們建議你從本書的第一部分開始學起，包含動詞、形容詞和片語章節。這麼做可以為你之後的學習奠定好基礎，並具備足夠的單字量，可以進行基本對話。你可以利用本書在下半部分附上的字典，隨時查找在街上聽到的單字、某個芬蘭語字的翻譯，或按字母順序學習新的單字。結語：單字書已存在數個世紀之久，就和許多存在已久的教科書一樣，這種學習方式了無新意，而且還有點枯燥，但這種學習方式往往效果極佳。這本芬蘭語單字書結合基礎芬蘭語字典，能在整個學習過程中成為你的得力小幫手。若你到了一個沒有網路可用的地方，透過本書查找單字和片語特別方便。","N/A","NT$171 TWD"
"投資5年，本金從4萬到1億的女人：從省錢、定存到股票，專屬小資女的質感理財提案","淘淘","N/A","｜長得漂亮是妳的優勢，活得漂亮才是本事｜也許有人會憤憤不平：「我找一份高薪工作，再找一個有經濟實力的老公，就夠了。」──或許妳說得沒錯，如果妳能做到的話。妳可以暫時缺愛，但一刻也不能缺錢；妳可以不愛財，但不能沒有賺錢能力；妳只有先擁有事業，才能擁有更多選擇生活的權利！本書濃縮了投資知識精華，專精於打造專屬女人的理財方法：▪　針對不同年齡層的女性，客製化最周詳的理財策略▪　破除女人最常見的消費盲點，不再浪費、精準消費▪　深度解析買房、投資、創業陷阱，小資女也能安心貸款▪　不用等到周年慶，單單從水電、卡費、健身、出遊也能大省一筆▪　「沖」之前要注意什麼？債券怎麼挑？投資前一定要避雷的觀念，輕鬆擺脫韭菜女人生▪　分解步驟培養富人思維，讓妳達到簡單儲蓄、質感生活...","N/A","NT$198 TWD"
"装在口袋里的爸爸：返老还童","杨鹏","装在口袋里的爸爸","《装在口袋里的爸爸:返老还童》讲述在妈妈的激发下。装在口袋里的爸爸想到了一个极好的创意：他要发明一种能让人永葆青春的药丸。就在爸爸即将成功时，发明竟然被剽窃了！更可恶的是，这种不成熟的药丸被大规模地投入市场，并引起了人们的疯狂抢购。可是，这种药丸有着巨大的副作用，那就是……人类社会面临前所未有的挑战，杨歌和爸爸将如何拯救世界？","N/A","NT$22 TWD"
"装在口袋里的爸爸：追击章鱼王子","杨鹏","装在口袋里的爸爸","杨鹏编着的《追击章鱼王子》内容简介：杨歌意外“捡到”了一只来历非凡的章鱼。它不仅是个王于，而且还能预知未来！在章鱼王子的帮助下，杨歌成了好学生，解决了家里的经济困难……然而，危机却潜伏在四周，因为章鱼王子正被一个名叫“地狱火”的犯罪团伙追捕。一旦它的行踪暴露，杨歌就可能面临杀身之祸。于是，装在口袋里的爸爸和杨歌，与邪恶势力展开了殊死搏斗……《追击章鱼王子》是一本儿童文学。","N/A","NT$22 TWD"
"京都喫茶記事：從明治到令和，專屬於這個城市的咖啡魅力與文化故事","田中慶一","Sense","擁有千年歷史的京都，其實還是座故事特別多的咖啡城市。咖啡迷跟京都迷必定要珍藏的京都咖啡發展史紀錄。你心目中的京都咖啡店代表是誰？具有全日本知名度的喫茶老鋪INODA'S COFFEE、提供各式自家烘焙咖啡豆的六曜社地下店、鬆餅跟咖啡一樣出名的Smart coffee、有一整面書牆的町屋咖啡店Café Bibliotic Hello!、融合多元文化的SARASA、紅遍全世界的新銳品牌%ARABICA、可在賀茂川邊野餐享用保溫瓶咖啡及麵包的WIFE & HUSBAND……在京都，你永遠不必擔心找不到可以坐下來歇息的地方。在戰火中倖免於難的京都，保留了二戰前營業迄今的老字號喫茶店，也不乏最新潮的店家，讓人得以飽覽喫茶店一路以來的發展流變，脈絡完整的程度，即使放眼日本全國各地，也屬罕見。從創立於昭和初期，現役喫茶店中歷史最悠久的老店；到引領業界之先，首創自家烘焙咖啡豆的洋派喫茶店","⭐⭐⭐½","NT$315 TWD"
"Photographer's Guide to the Sony RX1R II","Alexander White","N/A","This book is a complete guide to using the Sony Cyber-shot DSC-RX1R II camera. With this book, author Alexander White provides users of the RX1R II with a manual covering all aspects of the camera’s operation. Using a tutorial-like approach, the book shows beginning and intermediate photographers how to accomplish things with this premium full-frame camera, and explains when and why to use the","⭐⭐⭐⭐½","NT$300 TWD"
"小資族大翻身：8年從20萬滾出資產4000萬的賺錢筆記","邱愛莉","好生活","**　 她，沒有富爸爸……，　　28歲開始靠投資幫家裡還債四百多萬，　　35歲前擁有4000萬身價，現在不僅有126間房穩定收租，　　也早就實現財務自由夢想**。　　【賺大錢是可以「練習」】　　史上第一本！從存小錢到晉升為包租小富婆的完整規劃　　最實用的理財勵志書，實證有效！　　●6個理財關鍵，教你脫離「微薪青年、小資中年、下流老年」的命運！　　●8堂職場加分學，讓薪資三級跳　　●7個信封分配收支法，擺脫月光族　　●5大心法，換顆有錢人的腦袋　　●6個重點，從零開始學買房　　●10大攻略，買房、收租一次上手　**　心好累，好想不工作？→先問自己： 「你，沒有工作時會有收入嗎？」**　　「人生沒有最晚，只有不做！」愛莉強調想要財務自由懂得錢滾錢。即使現在是小資族或月光族也別擔心，因為七年級的她，也是靠薪水一步步投資而來，最主要是有沒有正確方法讓...","⭐⭐⭐½","NT$214 TWD"
"中國謀略：新全球化下中國一帶一路的經濟與戰略布局","蔡為民","歷史與現場","當美中的政經角力影響擴及全球，在一帶一路的細密網路下，世界局勢將如何改變？台灣的機會又何在？醞釀時間超過十年的「一帶一路」，透露出哪些中國政治野心與經濟謀略？在美中政經科技全面開戰下，這個戰略的未來前途與全球重要性又將如何？※郁慕明專文推薦！2013年，中國國家主席習近平在出訪中亞和東南亞國家期間，先後提出共建「絲綢之路經濟帶」和「21世紀海上絲綢之路」的重大倡議，即所謂的「一帶一路」計劃，得到國際社會高度關注。究竟一帶一路有何神奇魅力？截至2020年3月，它使至少144個國家爭相參與，且聯合國於第71屆大會將一帶一路倡議寫入決議，並得到193個會員國的一致贊同與認可，這意味著一帶一路將由中國戰略提升、進階為聯合國戰略。但真相真是如此嗎？美中兩強對撞已經開打，新的全球化布局勢必改寫...","⭐½","NT$245 TWD"
"中國謀略：新全球化下中國一帶一路的經濟與戰略布局","蔡為民","歷史與現場","當美中的政經角力影響擴及全球，在一帶一路的細密網路下，世界局勢將如何改變？台灣的機會又何在？醞釀時間超過十年的「一帶一路」，透露出哪些中國政治野心與經濟謀略？在美中政經科技全面開戰下，這個戰略的未來前途與全球重要性又將如何？※郁慕明專文推薦！2013年，中國國家主席習近平在出訪中亞和東南亞國家期間，先後提出共建「絲綢之路經濟帶」和「21世紀海上絲綢之路」的重大倡議，即所謂的「一帶一路」計劃，得到國際社會高度關注。究竟一帶一路有何神奇魅力？截至2020年3月，它使至少144個國家爭相參與，且聯合國於第71屆大會將一帶一路倡議寫入決議，並得到193個會員國的一致贊同與認可，這意味著一帶一路將由中國戰略提升、進階為聯合國戰略。但真相真是如此嗎？美中兩強對撞已經開打，新的全球化布局勢必改寫...","⭐½","NT$245 TWD"
"快樂生活好點子","逸林","N/A","快樂的秘訣人快樂的程度多半是自己決定的。「今天心情好嗎？」「你快樂嗎？」這兩句話，不僅常出現在各種廣播電視節目的開場白中，近來，跟相熟的朋友打招呼時，也成了彼此問候的慣用語。就表面看來，足以左右當天心情的外在條件似乎不少，如：天氣好壞、工作順逆、社會新聞、金融市場的波動、子女的乖巧、健康與否……多少都能發揮些許的左右力量。但是，如果一個人的心情全靠外在環境、天時地利的配合，那麼，人能夠把握的，往往是負面的答案。認真說來，人生際遇對快樂程度的影響，其實還不及我們對事件的反應來得重要。有些人在早上起床時，便希望一切事情能夠順心如意：他們希望今天會陽光普照，每個所碰到的人都很仁慈親切，幸運之神能眷顧自己……他們放棄控制自己幸福的力量。而有的人則在早晨起床時，就決心今天要擁有開開心心的一天。他們決定，無論如何都要過有意義的充實的一天。無論天氣如何、人們是否和善、幸運之神是否眷顧","N/A","NT$150 TWD"
"Zein: The Homecoming","Graham J. Wood","N/A","With Zylar defeated and on the run, newly appointed Lord Chancellor Kabel Blackstone leads a joint human and Zeinonian force in his search for his home planet, Zein. On Zein, Tate Malacca defends the survivors in the last remaining safe haven from the attacks of the vicious Pod hordes, who are intent on killing them all. As Tyson's powers in the magics grow more unstable... who can control or","N/A","NT$60 TWD"
"How Champions Think","Dr. Bob Rotella","N/A","The New York Times–bestselling guide to success in sports, business, relationships, and personal challenges from America’s preeminent sports psychologist.Acclaimed sports psychologist Bob Rotella has advised everyone from professional golfers to NBA superstars to business executives on how to flourish under pressure and overcome challenges. Now, for the first time, he’s distilled his decades of in","N/A","NT$60 TWD"
"傳說(附蔣勳說佛經故事MP3)","蔣勳","N/A","蔣勳：「這是我最喜歡的作品」30週年全新增訂版‧重煉經典故事魂魄「傳說」總是要一說再說，可以「講古」，亦可「論今」！屈原、褒姒、薩埵那太子、漢斯、Echo都近在身邊，與你我有相同的歌哭笑淚。傳說，是永遠不會說完的故事，當然也是流轉的心靈經驗。在個人生命的不同階段，會有不同的領悟；在不同的人身上，也會發生不同的意義、不同的結果。藉由故事本身的隱喻，我們讀懂了自己內在不被看見的部分，殘酷也好，慾望也好，得不到的復仇也好，死亡之中的極致激情也好。關鍵不在於答案，而是聽故事的過程，當你從神話這面鏡子的反射中看到自己的原型，你就能讀懂自己，對宿命也比較不容易慌張了。我喜愛「神話」、「傳說」、「故事」，也許遠勝於「文學」；在有了「文學」的拘束之後，總是不由得會懷念起母親在童年時口述的那些荒誕不經，卻又記憶深刻的故事。「傳說」很古老，「傳說」也可以很新，即使年輕讀者也讀得出現代的心事吧。","⭐⭐⭐⭐⭐","NT$279 TWD"
"孝經《譯評》（上）","周成功","孝經《譯評》","《孝經》是儒家最根本的經典及「儒家十三經」之一","N/A","NT$60 TWD"
"Aliens: Phalanx","Scott Sigler","Alien","An Audie Awards 2021 finalist, Aliens: Phalanx delivers medieval carnage as a pre-industrial society fights extinction at the hands of a massive infestation of Xenomorphs, from New York Times bestseller Scott Sigler.Ataegina was an isolated world of medieval castles and rich cultures—vibrant until the demons rose and slaughtered ninety percent of the planet's population. Swarms of lethal creatures","⭐⭐⭐⭐","NT$260 TWD"
"公公徹夜未眠","相聲瓦舍","N/A","《公公徹夜未眠》由「瓦舍金三寶」馮翊綱、宋少卿、黃士偉領銜演出，以幽默風趣的狂想手法，照映現代爭名奪利、窺探八卦秘辛、金迷紙醉的生活。這位神秘的西廠公公到底是誰？他的小嘍囉們又會如何來暗算東廠公公呢？《公公徹夜未眠》爆笑絕倫的唇槍舌戰，讓您徹底體悟何謂〝殺人不見血，笑裡藏刀！〞天下烏鴉一般黑 . . . .噓！此話要是傳進西廠公公耳裡，可是殺頭之罪呀！為了維護「天下第一黑」的名聲，西廠公公會用什麼「奧」人的「步」數來釘東廠公公，東廠公公又使出哪些大絕技回敬西廠公公呢？相聲劇史上最精采刺激的大鬥法，《公公徹夜未眠》！講者簡介：【相聲瓦舍】的相聲，不打高空，不唱高調，不唬嚨大家，不吐槽自己，不施類固醇，不用普拿疼。在歷史軌跡盤旋，在日常生活跳躍，在閒聊之中發想，在飯前飯後創造。只要聽眾喜歡聽，聽得過癮，【相聲瓦舍】與大家在一起！章節：01段子一【走狗】02段子二【喪鐘】03段子三【奴才","N/A","NT$111 TWD"
"靈魂復原術：用古老薩滿方法，重拾生命和諧之道","珊卓‧英格曼(SANDRA INGERMAN)","The Other","繼麥可‧哈納《薩滿之路》之後薩滿實踐者不可不知的靈魂療癒方法「人若賺得全世界，賠上自己的靈魂，有什麼益處呢？」──《馬太福音》16：26「讓所有人找回失落的靈魂碎片，並且回想起我們為何誕生於世的時間到了。如此，我們便能真正得到療癒，生活在和諧之中，並且幫助他人達到相同目標。」──《靈魂復原術》薩滿認為「靈魂失落」，源自於人們靈性上的不完整，因此導致了許多現代身心的疾病。然而，現代人對於當我們的「靈」生病了，該如何尋求協助，常常感到不知所措。靈魂復原術，能在最深奧的層次上運作。薩滿透過鼓聲，引導個案進入神聖的意識狀態，靈性存有們則以慈悲與愛參與療癒，為靈魂帶來全方位的修復與治癒，給予個案禮物，回復每一個人與生俱來的天賦與生命活力。這個流傳數千年的古老傳承，能治癒人類在生命中遭受的各種創傷所引發的現代問題，適用於任何想與自己、與心愛的人、與地球深化連結的人","N/A","NT$210 TWD"
"台灣，世界的答案：加拿大為何會認為台灣很重要？","吳權益","八旗國際","對加拿大人來說，台灣，就是台灣。而那個台灣，比我們想像的更巨大。　　三十年來，一群台灣移民默默地在加拿大介紹台灣，　　希望讓更多人知道台灣這個國家、獨特的歷史經驗，與豐富的多元文化。　　如今，他們不僅讓台灣被「看見」，更讓台灣被「需要」。　　對加拿大政府、亞裔移民、北美原住民來說，　　台灣，已經可以是他們面對歷史、迎向世界的一盞明燈。　　但是，要理解他們是怎麼做到的，　　首先，你得跳脫自己對台灣的刻板想像。　　「我不是Chinese」，我是「Taiwanese」，加拿大亞裔活動協會執行長吳權益（Charlie Wu）大聲的強調這樣的堅持。15歲離開高雄，跟著父母移民美國，本來以為遠離了故鄉，卻在1999年加入了加拿大「台灣文化節」的籌辦團隊，展開成年後一輩子探索台灣、推廣台灣的旅程。　　「台灣究竟是什麼？」　　「我們該如何看待這片土地上來來去去的各種族群與政權？」　...","N/A","NT$315 TWD"
"City Trails - Rome","Lonely Planet Kids","Lonely Planet Kids","Here's a book about Rome that's seriously streetwise. Lonely Planet Kids' City Trails: Rome features colourful themed trails, from history and culture to food and nature, that reveal amazing facts and intriguing tales that kids won't find on the tourist routes or inside the average guidebook. We'll show them where to find Rome's belly button, read a poem to chocolate, snack on witch sweets, and","N/A","N/A"
"""Ich bleibe zurück wie eine Gefangene""","Karin Feuerstein-Praßer","Biografien","Friedrich der Große lehnte Elisabeth Christine (1715–1797), die schüchterne und etwas unbeholfene Welfenprinzessin aus dem Hause Braunschweig-Bevern, von Anfang an ab. Gleich nach seiner Thronbesteigung 1740 ""verbannte"" er sie nach Schloss Schönhausen und sah sie nur noch zu offiziellen Anlässen. Kinder gingen aus dieser Ehe keine hervor. Die abgeschobene Königin litt entsetzlich unter der","N/A","NT$430 TWD"
"新多益滿分講師授課","徐培恩 Ryan","語研力","【本書特色】20個快速提升應考實力單元，加強詞彙、句型、文法程度；條列式解題步驟及技巧，更助加速正確解題不失分。有效，在精不在多！「板塊式」閱讀法再搭配3回合多益「完整版」擬真閱讀試題演練及精準解析，快速累積高分實力。試題、解析並列前後對照，學習能更集中、專注有效。","N/A","NT$411 TWD"
"Python網絡爬蟲實戰","胡松濤編著","N/A","本書從Python的安裝開始，詳細講解了Python從簡單程序延伸到Python網絡爬蟲的全過程。從實戰出發，根據不同的需求選取不同的爬蟲，有針對性地講解了幾種Python網絡爬蟲。本書共8章，涵蓋的內容有Python語言的基本語法、Python常用IDE的使用、Python第三方模塊的導入使用、Python爬蟲常用模塊、Scrapy爬蟲、Beautiful Soup爬蟲、Mechanize模擬瀏覽器和Selenium模擬瀏覽器。本書內容豐富，實例典型，實用性強。適合Python網絡爬蟲初學者、數據分析與挖掘技術初學者，以及高校及培訓學校相關專業的師生閱讀。","⭐⭐⭐½","NT$413 TWD"
"豪華別墅謀殺案","葉意霆","N/A","囧囧少年偵探團和豹力團受邀參加一位大導演的畫展，結果這位導演卻在豪宅裡被一把刀直刺心臟死亡，豪宅的女主人是導演以前捧紅的大明星。人人都有嫌疑，囧囧團能夠抓出暗藏的兇手嗎？","N/A","NT$126 TWD"
"世界少年文學必讀經典60：小公主","法蘭西絲．霍森．柏納特","世界少年文學必讀經典","乘著想像的翅膀，克服逆境，重拾幸福　　莎拉原本是一位集萬千寵愛於一身的「小公主」，入學初期很受校長歡迎，但隨著父親的去世，變成無人照顧的孤兒後，受到校長刻薄、冷淡的對待，開始過著悲慘艱苦的生活，淪為一文不值的小女傭。　　她被趕到破舊的閣樓裡，每天吃不飽、穿不暖，還要做許多粗重的工作。閣樓裡的老鼠成了她的好朋友，巴士底監獄的悲慘故事成了她和女傭朋友的慰藉……無論遭遇多麼冷酷的環境，樂觀善良的莎拉總是以想像力和無比的堅強毅力，勇敢的活下去。　　在殘酷的現實考驗下，她還能維持公主般的風度嗎？又是什麼樣的奇蹟，令她重拾幸福呢？　　悅讀經典 為孩子成長種下希望的種子　　世界少年文學必讀經典60　　★適讀年齡：國小中高年級　　★全套60冊/ 單冊15x21公分/ 注音版/ 精美插圖　　每一個人的成長過程中，都曾有一本令自己印象深刻、啟迪至深的經典文學作品。在廣大讀者的企盼下，我們正式展開","⭐⭐⭐⭐⭐","NT$182 TWD"
"Culture Trails","Lonely Planet","Lonely Planet","Hemingway's Paris, Finnish saunas, Renaissance Florence: from art and music to literature and cinema, there's something for everyone in this follow-up to Wine Trails and Food Trails. We present ideas and itineraries for 52 weekends of culture heaven, packed with expert recommendations, maps and advice on how to get there and where to stay.We've searched the globe to find 52 cultural enclaves where","⭐⭐⭐","N/A"
"創作四十週年 烏龍院 典藏版四格漫畫【奧林霹客】","敖幼祥","敖幼祥作品集","國寶漫畫大師 敖幼祥創作40週年，典藏版四格漫畫 強勢回歸！最熟悉的角色、最懷念的幽默逗趣、最值得收藏的烏龍院漫畫！漫畫大師敖幼祥是臺灣重要的漫畫家之一。從小喜愛畫圖的他，17歲到中華卡通當學徒，當完兵後做動畫代工七年左右，之後改走原創。1980年開始於《民生報》連載《超級狗皮皮》，從此敲開創作大門；1983年於《中國時報》連載搞笑武俠漫畫《烏龍院》，風靡華人世界。《烏龍院》全球發行量高達1.2億冊，曾多次被改編成動畫、真人電影，帶動臺灣漫畫產業，自此奠定敖幼祥在華人漫畫圈大師兄的地位。2020年．敖幼祥老師踏入漫畫創作屆滿40年，他是現役漫畫家中創作歷程最長、創作作品最多、且仍在持續創作的漫畫家。讀者更橫跨五、六、七、八年級四個世代。這套典藏版四格漫畫，曾在2004年至2006年分次出版，出版後旋即引起讀者好評。如今，重新包裝更換新封面，並以更親近讀者的32開本重現在讀者面前","N/A","NT$245 TWD"
"高血壓自然降壓法：權威醫師教你！健康管理 × 吃對食物 × 破除生活習慣病","曾春典","N/A","你知道嗎？大部分的高血壓都是自己「養」出來的！不好好改善生活習慣，高血壓永遠不會好！【除了教你預防高血壓，這本書更重視如何還給高血壓病患正常且健康的生活】！台大心臟科權威曾春典教授教你從「觀念」破除病根，如何「吃對食物」調養健康身體，貼心收錄血壓紀錄表，預防高血壓就從量血壓開始！95％以上的高血壓患者是原發性高血壓，除了遺傳因素外，都是自己「養」出來的！全球每3個成年人當中，就有一個罹患「高血壓」病症，在台灣有高血壓的民眾高達400萬人，卻有一半左右從來不知自己有高血壓。而十大死因中，有3個可能與高血壓有關！日常生活與飲食儼然在「不知不覺」中成為你的健康殺手！而觀念錯誤才是病況加重主因！要命觀念1－【以為只有老年人要量血壓，卻不知道35歲後量血壓能保命！】還年輕，不用擔心血壓高？這麼想就錯了！罹患高血壓的病患年齡下降，甚至有二十多歲的年輕人就被診斷為高血壓！中年過後人體開始老化，若是採..","N/A","NT$253 TWD"
"拉薩別來無恙2：藏獒","張祖文","拉薩別來無恙","愛戀香巴拉之《拉薩別來無恙》是第一部有關西藏的玄幻+穿越長篇愛情小說。小說講述一個拉薩的藏族男人洛則和一個內地都市的漢族女人伊凡，加上一條穿越兩百年的藏獒拉佳狄馬和一群鷹，在高原之城拉薩發生的一段空靈淒美的愛情故事。一藏傳佛教寺廟的一尊金佛，因多年長留寺中，想到世俗的人間看看紛繁的塵世。一活佛因此滿足了金佛的要求……伊凡原是成都一白領，但因故與男朋友高異分手。在和男朋友分手的時候，伊凡一再在夢中夢到西藏的奇異景像，因此，決定到拉薩旅遊。伊凡到拉薩途中，遇見了洛則，並在遇見洛則的同時，在到拉薩的半途中撿到了一條非常名貴的雪獒。伊凡為雪獒取叫拉佳狄馬。就是這條名叫拉佳狄馬的小獒，一次次將伊凡從現實世界拉回了兩百多年前的拉薩……在兩百多年前的拉薩，正逢廓爾喀人入侵西蒧，清軍為了維護西藏安全與穩定，兩次進入西藏與廓爾喀人作戰。就在這兩次戰爭中，滿族女人納蘭到了拉薩","N/A","NT$126 TWD"
"Kindergarten and the Common Core","Kathy Brown","Maupin House","How do we teach with rigor to our youngest learners? How do we implement standards that spell out quite clearly what students must know—but do not give us either the methods or materials that help our students achieve such skills? This professional resource provides practical routines and developmentally appropriate activities that foster an environment where our youngest learners can thrive in","N/A","NT$261 TWD"
"30歲前要知道的職場成功學","方大同","N/A","人生的成功與失敗，在很大程度上取決於對機會能否把握。機會是什麼？是有「見人之所未見」的眼光，是「見微知著」的前瞻，是有「化腐朽為神奇」的手段，是「快人一步」的行動。表面看來，有時機會就像一個吊在空中的幸運球，不知道什麼時候砸在誰的頭上，於是有幸被機會擁抱的人，無一例外地被稱作幸運兒而為人羡慕。但是實際上，這些幸運兒為此所做的準備、所經歷的困境，又有誰能知道呢？是的，誰都不願意被機會錯過，但是你不能不首先捫心自問：我為把握機會做好準備了嗎？不讓機會錯過，要錘煉好做事的本領。一個人立身社會，必須有自己立身的資本，這個資本就是特長，就是本領。一個不會開飛機的人，不可能成為機長，一個新興的賺錢行業，只會把機會施予那些站在行業門檻之內、並幹得最好的人。","⭐⭐⭐","NT$154 TWD"
"Lonely Planet First Words - French","Lonely Planet Kids","Lonely Planet Kids","Bring the French language to life with this beautifully illustrated children's book from Lonely Planet Kids, an imprint of Lonely Planet, the world's leading travel guide and phrasebook publisher. Perfect for the whole family, First Words French features 100 words to use while travelling, from food and transport, to animals and weather.Each word is accompanied with a bold illustration and a simple","⭐⭐⭐⭐½","NT$320 TWD"
"好日子來自積極","張豔","N/A","全書分為三個部分，一百多個小故事，沒有什麼先後，您可以隨便讀，如果你喜歡按照順序，就介紹一下順序：第一部分積極的心態，主要說的是，什麼樣的態度，什麼樣的心境，什麼樣的想法在我們看來是積極的，也就是我們說的，可以擁有很美好的那種積極態度。第二部分積極的力量，可以說是，在積極的態度下對自己的生活和思想有所改變的人和事的故事。按照本書的平民化、生活化的路線，你可以找到太多熟悉的東西，很多甚至就是你我經歷過的故事。如果真是這樣，能對你有一點點啟發和觸動，筆者和編者們都將有無限的欣慰和滿足。第三部分積極的方式，在一個個小故事裏您將體會到最深刻的內涵。我們甚至奢望有很多在生活中，你是可以學習的，因為它們有一些操作性。當然，還要你看著有道理才行。其實，這三個部分的內容雖然各有側重，但是在主旨和情感上應該是一致的，甚至在體例和表達方式上都是儘量尋求統一，這樣做不僅僅是因為整體風格的追求，還因為","N/A","NT$99 TWD"
"Data Engineering with Google Cloud Platform","Adi Wijaya","N/A","Build and deploy your own data pipelines on GCP, make key architectural decisions, and gain the confidence to boost your career as a data engineer Key Features • Understand data engineering concepts, the role of a data engineer, and the benefits of using GCP for building your solution • Learn how to use the various GCP products to ingest, consume, and transform data and orchestrate pipelines •","N/A","NT$1,191 TWD"
"Coxinga and the Fall of the Ming Dynasty","Jonathan Clements","N/A","This is the fantastic true story of the infamous pirate; Coxinga who became king of Taiwan and was made a god - twice.","N/A","NT$207 TWD"
"Integrate Lua with C++","Wenhuan Li","N/A","Discover the perfect synergy between C++ and Lua to create powerful, adaptable, and high-performing software solutionsKey FeaturesGet hands-on experience by integrating Lua with C++Explore real-life project-ready advanced techniques for your future projectsLearn Lua through practical coding examples and exercisesPurchase of the print or Kindle book includes a free PDF eBookBook DescriptionC++ is a","N/A","NT$1,048 TWD"
"海島一點點：東京╳廣島╳瀨戶內海都來一點點","點點陳","N/A","**　　IG萬人追蹤，　　最溫暖療癒的圖文旅遊札記**　　「再平凡的日常，記錄下來都將成為獨具意義的回憶」　　不是踩點行軍團，也稱不上是深度旅遊　　或走或停，將旅途上的人事物收進眼底，繪成自己心裡想要的風景　　大家好～我是點點陳！　　我的旅遊模式是走「隨意又不想太漫無目的」的風格。　　希望大家可以撇開「懊悔」的心情，　　遠離「錯過什麼景點、慌忙衝刺上下地鐵公車」的種種崩潰，　　用最恣意的態度行走在當地居民再日常不過的路上。**　　用手繪記錄旅程**　　近幾年出去玩時，常因為太過專注當下而忘了拍照，　　離職後，自己的時間也隨之變多了，　　於是我乾脆重拾畫筆憑藉記憶力寫下旅遊手帳，　　想想若是沒有拍照就記不得的事，　　或許本身也沒有什麼記憶點吧。　　「寫在本子上的，都將是我想記得的事情了。」**　　不只是個人的遊記，更是大家的工具書...","⭐⭐⭐⭐⭐","NT$288 TWD"
